id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,hemodialyse,dialyse_peritoneale,nb_postes_dialyse,seances_par_semaine,consultation_nephrologue,urgences_renales,prise_en_charge_cnps,prise_en_charge_minsante,horaires,Categorie,type_hopital,couveuses,bloc_operatoire,urgences_24h,maternite,radiographie,echographie,scanner,irm,mammographie,doppler,analyses_courantes,bilan_complet,bacteriologie,serologie,pcr_covid_paludisme,prelevement_domicile,resultat_en_ligne,agree_minsante,phytotherapie,acupuncture,massage_therapeutique,traitement_paludisme,traitement_diabete,traitement_hypertension,plante_principale,consultation_generale,chirurgie_oculaire,correction_visuelle,vente_lunettes,traitement_cataracte,traitement_glaucome,laser_vision,pharmacie_de_garde,type_garde,livraison_domicile,parapharmacie,materiel_medical,kinesitherapie,reeducation_post_op,reeducation_neurologique,reeducation_pediatrique,osteopathie,appareillage_orthopedique,seances_domicile,type_centre,vaccination_enfants,vaccination_adultes,suivi_grossesse,planning_familial,consultation_nourrissons,vaccins_disponibles,carnet_sante_numerique,search_text
PHA0810,Pharmacie du Mokolo,Yaoundé,Yaoundé V,Mokolo,3.751081,11.523745,+237 691 187 132,mokolo@gmail.com,,,,,,,,,20h00 — 08h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Nuit,Non,Non,Non,,,,,,,,,,,,,,,,Pharmacie du Mokolo Mokolo
PHA0811,Pharmacie Marie Bonaloka,Douala,Douala VI,Bonaloka,4.061548,9.706168,+237 242 693 156,mariebonaloka@sante.cm,,,,,,,,,24h/24 — 7j/7,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Permanente,Non,Non,Non,,,,,,,,,,,,,,,,Pharmacie Marie Bonaloka Bonaloka
PHA0812,Officine Nguele de Bonanjo,Douala,Douala I,Bonanjo,4.055436,9.667317,+237 699 893 556,nguebonanjo@sante.cm,,,,,,,,,24h/24 — 7j/7,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Permanente,Non,Non,Oui,,,,,,,,,,,,,,,,Officine Nguele de Bonanjo Bonanjo
PHA0813,Officine Bello de Nyalla,Douala,Douala II,Nyalla,4.043723,9.781246,+237 695 100 324,bellonyalla@hotmail.com,,,,,,,,,Lun–Sam 08h00–18h30,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Oui,Oui,Non,,,,,,,,,,,,,,,,Officine Bello de Nyalla Nyalla
PHA0814,Pharmacie Cyprien Essos,Yaoundé,Yaoundé I,Essos,3.839497,11.418194,+237 233 595 726,cyprienessos@hotmail.com,,,,,,,,,Lun–Ven 08h00–19h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Oui,Oui,Oui,,,,,,,,,,,,,,,,Pharmacie Cyprien Essos Essos
PHA0815,Officine Feudjio de Akwa,Douala,Douala V,Akwa,4.074498,9.755231,+237 679 423 658,feudjioakwa@hotmail.com,,,,,,,,,Lun–Ven 08h00–19h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Oui,Non,Oui,,,,,,,,,,,,,,,,Officine Feudjio de Akwa Akwa
PHA0816,Pharmacie Abega,Yaoundé,Yaoundé VII,Efoulan,3.832709,11.550003,+237 654 764 761,abega@gmail.com,,,,,,,,,Lun–Sam 07h30–20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Oui,Non,,,,,,,,,,,,,,,,Pharmacie Abega Efoulan
PHA0817,Officine Tabi de Akwa,Douala,Douala I,Akwa,4.063259,9.656893,+237 697 988 106,tabiakwa@yahoo.fr,,,,,,,,,Lun–Sam 08h00–18h30,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Oui,Oui,Non,,,,,,,,,,,,,,,,Officine Tabi de Akwa Akwa
PHA0818,Officine Tabi de Nkoabang,Yaoundé,Yaoundé I,Nkoabang,3.795506,11.569974,+237 222 842 150,tabinkoabang@hotmail.com,,,,,,,,,Sam–Dim 08h00 — 20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Weekend,Non,Non,Oui,,,,,,,,,,,,,,,,Officine Tabi de Nkoabang Nkoabang
PHA0819,Officine Nguele de Mimboman,Yaoundé,Yaoundé IV,Mimboman,3.74829,11.511503,+237 233 084 499,nguemimboman@hotmail.com,,,,,,,,,Sam–Dim 08h00 — 20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Weekend,Non,Oui,Non,,,,,,,,,,,,,,,,Officine Nguele de Mimboman Mimboman
PHA0820,Pharmacie de Sodiko,Douala,Douala V,Sodiko,4.069666,9.749449,+237 692 044 078,sodiko@sante.cm,,,,,,,,,24h/24 — 7j/7,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Permanente,Oui,Non,Oui,,,,,,,,,,,,,,,,Pharmacie de Sodiko Sodiko
PHA0821,Officine Owona de Mbanya,Douala,Douala III,Mbanya,3.98237,9.721348,+237 677 522 696,owonambanya@pharmacie.cm,,,,,,,,,24h/24 — 7j/7,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Permanente,Non,Oui,Non,,,,,,,,,,,,,,,,Officine Owona de Mbanya Mbanya
PHA0822,Pharmacie François Ndogbong,Douala,Douala V,Ndogbong,4.058443,9.747551,+237 651 251 710,françoisndogbo@yahoo.fr,,,,,,,,,Lun–Sam 08h00–18h30,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Oui,Non,Non,,,,,,,,,,,,,,,,Pharmacie François Ndogbong Ndogbong
PHA0823,Pharmacie Camille PK17,Douala,Douala I,PK17,4.093121,9.662503,+237 651 366 464,camilpk17@pharmacie.cm,,,,,,,,,Sam–Dim 08h00 — 20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Weekend,Oui,Oui,Oui,,,,,,,,,,,,,,,,Pharmacie Camille PK17 PK17
PHA0824,Officine Ondoa de Ngoa-Ekélé,Yaoundé,Yaoundé III,Ngoa-Ekélé,3.826975,11.431408,+237 678 487 641,ondoangoa-ekél@gmail.com,,,,,,,,,Lun–Sam 08h00–18h30,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Oui,Oui,,,,,,,,,,,,,,,,Officine Ondoa de Ngoa-Ekélé Ngoa-Ekélé
PHA0825,Officine Tchoupo de Bonaloka,Douala,Douala VI,Bonaloka,4.007294,9.746972,+237 652 907 720,tchoupobonalok@pharmacie.cm,,,,,,,,,Lun–Sam 08h00–18h30,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Non,Non,,,,,,,,,,,,,,,,Officine Tchoupo de Bonaloka Bonaloka
PHA0826,Pharmacie du Nkoldongo,Yaoundé,Yaoundé VII,Nkoldongo,3.877282,11.418217,+237 222 985 234,nkoldongo@hotmail.com,,,,,,,,,20h00 — 08h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Nuit,Non,Oui,Non,,,,,,,,,,,,,,,,Pharmacie du Nkoldongo Nkoldongo
PHA0827,Pharmacie de la Progrès,Yaoundé,Yaoundé VI,Obili,3.899963,11.502044,+237 652 924 913,progrès@hotmail.com,,,,,,,,,Lun–Sam 08h00–18h30,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Oui,Oui,Non,,,,,,,,,,,,,,,,Pharmacie de la Progrès Obili
PHA0828,Officine Nkeng de Ndoghem,Douala,Douala IV,Ndoghem,4.0529,9.734044,+237 650 282 392,nkengndoghem@hotmail.com,,,,,,,,,20h00 — 08h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Nuit,Non,Non,Non,,,,,,,,,,,,,,,,Officine Nkeng de Ndoghem Ndoghem
PHA0829,Pharmacie Pierre Akwa,Douala,Douala II,Akwa,4.017829,9.730097,+237 696 490 384,pierreakwa@hotmail.com,,,,,,,,,Lun–Sam 07h30–20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Oui,Non,,,,,,,,,,,,,,,,Pharmacie Pierre Akwa Akwa
PHA0830,Pharmacie de Bassa,Douala,Douala I,Bassa,3.979953,9.704076,+237 679 743 909,bassa@gmail.com,,,,,,,,,Lun–Ven 08h00–19h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Oui,Oui,Oui,,,,,,,,,,,,,,,,Pharmacie de Bassa Bassa
PHA0831,Officine Ngoa de Melen,Yaoundé,Yaoundé III,Melen,3.769142,11.490915,+237 650 773 390,ngoamelen@hotmail.com,,,,,,,,,Sam–Dim 08h00 — 20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Weekend,Non,Oui,Oui,,,,,,,,,,,,,,,,Officine Ngoa de Melen Melen
PHA0832,Pharmacie Bruno Mbanya,Douala,Douala I,Mbanya,3.994928,9.757493,+237 655 811 038,brunombanya@hotmail.com,,,,,,,,,Lun–Sam 08h00–18h30,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Oui,Non,,,,,,,,,,,,,,,,Pharmacie Bruno Mbanya Mbanya
PHA0833,Officine Feudjio de New Bell,Douala,Douala III,New Bell,4.022981,9.7217,+237 691 808 450,feudjionewbell@sante.cm,,,,,,,,,24h/24 — 7j/7,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Permanente,Non,Oui,Non,,,,,,,,,,,,,,,,Officine Feudjio de New Bell New Bell
PHA0834,Officine Tchoupo de Deido,Douala,Douala VI,Deido,4.030977,9.697468,+237 691 581 794,tchoupodeido@pharmacie.cm,,,,,,,,,Lun–Sam 07h00–21h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Oui,Oui,,,,,,,,,,,,,,,,Officine Tchoupo de Deido Deido
PHA0835,Officine Bikié de Ndog-Bong,Douala,Douala VI,Ndog-Bong,4.092153,9.643742,+237 222 782 685,bikiéndog-bong@sante.cm,,,,,,,,,Sam–Dim 08h00 — 20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Weekend,Non,Oui,Oui,,,,,,,,,,,,,,,,Officine Bikié de Ndog-Bong Ndog-Bong
PHA0836,Pharmacie Michel Mboppi,Douala,Douala V,Mboppi,4.079339,9.632311,+237 242 145 438,michelmboppi@pharmacie.cm,,,,,,,,,Lun–Ven 08h00–19h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Oui,Non,,,,,,,,,,,,,,,,Pharmacie Michel Mboppi Mboppi
PHA0837,Pharmacie Jean Mvog-Beti,Yaoundé,Yaoundé I,Mvog-Beti,3.836585,11.40493,+237 695 345 064,jeanmvog-beti@sante.cm,,,,,,,,,Sam–Dim 08h00 — 20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Weekend,Non,Non,Non,,,,,,,,,,,,,,,,Pharmacie Jean Mvog-Beti Mvog-Beti
PHA0838,Officine Ngoa de PK10,Douala,Douala VI,PK10,3.977999,9.705393,+237 695 378 683,ngoapk10@pharmacie.cm,,,,,,,,,20h00 — 08h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Nuit,Non,Oui,Non,,,,,,,,,,,,,,,,Officine Ngoa de PK10 PK10
PHA0839,Officine Djoumbi de Kondengui,Yaoundé,Yaoundé III,Kondengui,3.871042,11.592282,+237 233 148 312,djoumbikondeng@sante.cm,,,,,,,,,20h00 — 08h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Nuit,Non,Non,Oui,,,,,,,,,,,,,,,,Officine Djoumbi de Kondengui Kondengui
PHA0840,Pharmacie Dominique Bonanjo,Douala,Douala VI,Bonanjo,3.974012,9.662814,+237 233 124 324,dominiquebonan@yahoo.fr,,,,,,,,,Sam–Dim 08h00 — 20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Weekend,Oui,Oui,Oui,,,,,,,,,,,,,,,,Pharmacie Dominique Bonanjo Bonanjo
PHA0841,Pharmacie de Ndogpassi,Douala,Douala II,Ndogpassi,4.094584,9.713639,+237 653 474 018,ndogpassi@hotmail.com,,,,,,,,,Lun–Ven 08h00–19h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Oui,Non,Non,,,,,,,,,,,,,,,,Pharmacie de Ndogpassi Ndogpassi
PHA0842,Pharmacie Cyprien Ngousso,Yaoundé,Yaoundé VI,Ngousso,3.895132,11.407743,+237 222 428 932,cyprienngousso@pharmacie.cm,,,,,,,,,24h/24 — 7j/7,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Permanente,Non,Oui,Non,,,,,,,,,,,,,,,,Pharmacie Cyprien Ngousso Ngousso
PHA0843,Pharmacie André Essos,Yaoundé,Yaoundé II,Essos,3.86924,11.505894,+237 677 089 671,andréessos@gmail.com,,,,,,,,,Lun–Dim 08h00–20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Oui,Non,,,,,,,,,,,,,,,,Pharmacie André Essos Essos
PHA0844,Pharmacie de Bonaberi,Douala,Douala II,Bonaberi,3.984514,9.652243,+237 692 933 601,bonaberi@gmail.com,,,,,,,,,20h00 — 08h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Nuit,Non,Non,Oui,,,,,,,,,,,,,,,,Pharmacie de Bonaberi Bonaberi
PHA0845,Pharmacie Michel Bessengue,Douala,Douala I,Bessengue,3.987004,9.655494,+237 652 310 645,michelbessengu@gmail.com,,,,,,,,,20h00 — 08h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Nuit,Oui,Non,Non,,,,,,,,,,,,,,,,Pharmacie Michel Bessengue Bessengue
PHA0846,Pharmacie Bernadette Mendong,Yaoundé,Yaoundé III,Mendong,3.812273,11.581163,+237 691 343 262,bernadettemend@gmail.com,,,,,,,,,20h00 — 08h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Nuit,Oui,Oui,Non,,,,,,,,,,,,,,,,Pharmacie Bernadette Mendong Mendong
PHA0847,Pharmacie Élisabeth Tsinga,Yaoundé,Yaoundé I,Tsinga,3.837977,11.500815,+237 679 726 004,élisabethtsing@yahoo.fr,,,,,,,,,Lun–Sam 07h00–21h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Oui,Non,,,,,,,,,,,,,,,,Pharmacie Élisabeth Tsinga Tsinga
PHA0848,Officine Elong de Bonamoussadi,Douala,Douala IV,Bonamoussadi,4.081361,9.782705,+237 692 612 384,elongbonamouss@yahoo.fr,,,,,,,,,Lun–Ven 08h00–19h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Non,Oui,,,,,,,,,,,,,,,,Officine Elong de Bonamoussadi Bonamoussadi
PHA0849,Pharmacie de Obili,Yaoundé,Yaoundé I,Obili,3.768654,11.426637,+237 653 212 104,obili@hotmail.com,,,,,,,,,Lun–Ven 08h00–19h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Oui,Oui,Non,,,,,,,,,,,,,,,,Pharmacie de Obili Obili
PHA0850,Pharmacie Marie Ahala,Yaoundé,Yaoundé V,Ahala,3.75143,11.518862,+237 222 476 447,marieahala@hotmail.com,,,,,,,,,Sam–Dim 08h00 — 20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Weekend,Non,Non,Oui,,,,,,,,,,,,,,,,Pharmacie Marie Ahala Ahala
PHA0851,Pharmacie Damien Mvog-Atangana,Yaoundé,Yaoundé III,Mvog-Atangana,3.922101,11.579249,+237 697 447 170,damienmvog-ata@hotmail.com,,,,,,,,,Lun–Sam 07h00–21h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Non,Non,,,,,,,,,,,,,,,,Pharmacie Damien Mvog-Atangana Mvog-Atangana
PHA0852,Pharmacie Ndjock,Yaoundé,Yaoundé VI,Mvan,3.843995,11.504361,+237 655 456 430,ndjock@sante.cm,,,,,,,,,Lun–Dim 08h00–20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Non,Non,,,,,,,,,,,,,,,,Pharmacie Ndjock Mvan
PHA0853,Pharmacie Bernadette Soboum,Douala,Douala II,Soboum,4.07292,9.691555,+237 655 561 452,bernadettesobo@sante.cm,,,,,,,,,Lun–Dim 08h00–20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Oui,Oui,Oui,,,,,,,,,,,,,,,,Pharmacie Bernadette Soboum Soboum
PHA0854,Officine Fouda de Ndog-Bong,Douala,Douala IV,Ndog-Bong,4.062515,9.650452,+237 698 319 306,foudandog-bong@pharmacie.cm,,,,,,,,,Lun–Ven 08h00–19h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Oui,Non,Oui,,,,,,,,,,,,,,,,Officine Fouda de Ndog-Bong Ndog-Bong
PHA0855,Pharmacie du Nkolbisson,Yaoundé,Yaoundé IV,Nkolbisson,3.872883,11.499149,+237 679 225 092,nkolbisson@sante.cm,,,,,,,,,20h00 — 08h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Nuit,Oui,Oui,Oui,,,,,,,,,,,,,,,,Pharmacie du Nkolbisson Nkolbisson
PHA0856,Officine Bikié de Briqueterie,Yaoundé,Yaoundé VI,Briqueterie,3.926552,11.554549,+237 650 348 430,bikiébriqueter@sante.cm,,,,,,,,,Sam–Dim 08h00 — 20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Weekend,Non,Oui,Oui,,,,,,,,,,,,,,,,Officine Bikié de Briqueterie Briqueterie
PHA0857,Pharmacie Marie Kotto,Douala,Douala VI,Kotto,4.051245,9.773347,+237 654 593 964,mariekotto@hotmail.com,,,,,,,,,Lun–Sam 08h00–18h30,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Non,Oui,,,,,,,,,,,,,,,,Pharmacie Marie Kotto Kotto
PHA0858,Officine Wamba de Ndogpassi,Douala,Douala VI,Ndogpassi,3.969327,9.741109,+237 694 936 749,wambandogpassi@yahoo.fr,,,,,,,,,Lun–Ven 08h00–19h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Oui,Oui,,,,,,,,,,,,,,,,Officine Wamba de Ndogpassi Ndogpassi
PHA0859,Pharmacie Raphaël Ndokoti,Douala,Douala IV,Ndokoti,4.117187,9.679633,+237 698 583 692,raphaëlndokoti@gmail.com,,,,,,,,,Lun–Ven 08h00–19h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Oui,Oui,Non,,,,,,,,,,,,,,,,Pharmacie Raphaël Ndokoti Ndokoti
PHA0860,Pharmacie Claire Nlongkak,Yaoundé,Yaoundé III,Nlongkak,3.806915,11.514767,+237 222 304 606,clairenlongkak@gmail.com,,,,,,,,,Sam–Dim 08h00 — 20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Weekend,Oui,Non,Non,,,,,,,,,,,,,,,,Pharmacie Claire Nlongkak Nlongkak
PHA0861,Officine Mbassi de Deido,Douala,Douala III,Deido,3.984277,9.6524,+237 678 493 826,mbassideido@sante.cm,,,,,,,,,Lun–Ven 08h00–19h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Non,Oui,,,,,,,,,,,,,,,,Officine Mbassi de Deido Deido
PHA0862,Pharmacie François Nkoldongo,Yaoundé,Yaoundé II,Nkoldongo,3.80151,11.428908,+237 222 707 338,françoisnkoldo@sante.cm,,,,,,,,,Lun–Ven 08h00–19h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Non,Non,,,,,,,,,,,,,,,,Pharmacie François Nkoldongo Nkoldongo
PHA0863,Officine Belinga de Nlongkak,Yaoundé,Yaoundé VII,Nlongkak,3.820978,11.554153,+237 652 176 487,belinganlongka@sante.cm,,,,,,,,,Lun–Ven 08h00–19h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Oui,Non,,,,,,,,,,,,,,,,Officine Belinga de Nlongkak Nlongkak
PHA0864,Pharmacie Bernadette Ngoa-Ekélé,Yaoundé,Yaoundé VII,Ngoa-Ekélé,3.949316,11.504603,+237 692 208 159,bernadettengoa@yahoo.fr,,,,,,,,,Lun–Sam 07h30–20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Oui,Oui,Non,,,,,,,,,,,,,,,,Pharmacie Bernadette Ngoa-Ekélé Ngoa-Ekélé
PHA0865,Pharmacie Bernadette Obili,Yaoundé,Yaoundé IV,Obili,3.817206,11.446514,+237 679 963 388,bernadetteobil@gmail.com,,,,,,,,,Lun–Sam 07h00–21h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Oui,Non,,,,,,,,,,,,,,,,Pharmacie Bernadette Obili Obili
PHA0866,Officine Wamba de Mimboman,Yaoundé,Yaoundé I,Mimboman,3.845037,11.580137,+237 655 810 756,wambamimboman@pharmacie.cm,,,,,,,,,24h/24 — 7j/7,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Permanente,Non,Non,Oui,,,,,,,,,,,,,,,,Officine Wamba de Mimboman Mimboman
PHA0867,Pharmacie Joseph Youpwé,Douala,Douala III,Youpwé,4.096174,9.637064,+237 697 058 825,josephyoupwé@gmail.com,,,,,,,,,Sam–Dim 08h00 — 20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Weekend,Oui,Oui,Non,,,,,,,,,,,,,,,,Pharmacie Joseph Youpwé Youpwé
PHA0868,Pharmacie Marie Nlongkak,Yaoundé,Yaoundé II,Nlongkak,3.826042,11.407555,+237 695 202 217,marienlongkak@gmail.com,,,,,,,,,Lun–Ven 08h00–19h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Oui,Non,,,,,,,,,,,,,,,,Pharmacie Marie Nlongkak Nlongkak
PHA0869,Officine Bello de Biteng,Yaoundé,Yaoundé I,Biteng,3.954571,11.517602,+237 694 896 460,bellobiteng@hotmail.com,,,,,,,,,Sam–Dim 08h00 — 20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Weekend,Non,Oui,Non,,,,,,,,,,,,,,,,Officine Bello de Biteng Biteng
PHA0870,Pharmacie Patrick Mvog-Beti,Yaoundé,Yaoundé IV,Mvog-Beti,3.913171,11.447354,+237 222 975 894,patrickmvog-be@sante.cm,,,,,,,,,24h/24 — 7j/7,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Permanente,Non,Non,Non,,,,,,,,,,,,,,,,Pharmacie Patrick Mvog-Beti Mvog-Beti
PHA0871,Officine Manga de Biteng,Yaoundé,Yaoundé V,Biteng,3.791567,11.498176,+237 651 962 090,mangabiteng@gmail.com,,,,,,,,,Lun–Sam 07h30–20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Oui,Non,,,,,,,,,,,,,,,,Officine Manga de Biteng Biteng
PHA0872,Pharmacie Damien Cité Verte,Yaoundé,Yaoundé III,Cité Verte,3.794883,11.455945,+237 655 721 295,damiencitévert@yahoo.fr,,,,,,,,,Sam–Dim 08h00 — 20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Weekend,Non,Oui,Oui,,,,,,,,,,,,,,,,Pharmacie Damien Cité Verte Cité Verte
PHA0873,Pharmacie Étienne Mvog-Atangana,Yaoundé,Yaoundé IV,Mvog-Atangana,3.794933,11.484717,+237 652 612 121,étiennemvog-at@gmail.com,,,,,,,,,24h/24 — 7j/7,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Permanente,Oui,Non,Oui,,,,,,,,,,,,,,,,Pharmacie Étienne Mvog-Atangana Mvog-Atangana
PHA0874,Pharmacie Paul Bastos,Yaoundé,Yaoundé II,Bastos,3.876683,11.420624,+237 694 824 946,paulbastos@yahoo.fr,,,,,,,,,20h00 — 08h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Nuit,Non,Non,Oui,,,,,,,,,,,,,,,,Pharmacie Paul Bastos Bastos
PHA0875,Officine Zang de Nkoabang,Yaoundé,Yaoundé II,Nkoabang,3.760211,11.477043,+237 679 445 878,zangnkoabang@hotmail.com,,,,,,,,,Sam–Dim 08h00 — 20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Weekend,Non,Non,Oui,,,,,,,,,,,,,,,,Officine Zang de Nkoabang Nkoabang
PHA0876,Pharmacie Thérèse Nkol-Afeme,Yaoundé,Yaoundé V,Nkol-Afeme,3.839125,11.523616,+237 242 035 153,thérèsenkol-af@sante.cm,,,,,,,,,20h00 — 08h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Nuit,Oui,Non,Non,,,,,,,,,,,,,,,,Pharmacie Thérèse Nkol-Afeme Nkol-Afeme
PHA0877,Pharmacie Gabriel Olembe,Yaoundé,Yaoundé I,Olembe,3.888152,11.44738,+237 651 758 452,gabrielolembe@pharmacie.cm,,,,,,,,,24h/24 — 7j/7,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Permanente,Oui,Oui,Non,,,,,,,,,,,,,,,,Pharmacie Gabriel Olembe Olembe
PHA0878,Pharmacie Damien Biteng,Yaoundé,Yaoundé III,Biteng,3.771951,11.537604,+237 698 729 486,damienbiteng@yahoo.fr,,,,,,,,,Lun–Sam 07h00–21h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Standard,Non,Oui,Non,,,,,,,,,,,,,,,,Pharmacie Damien Biteng Biteng
PHA0879,Officine Mbassi de Mvog-Atangana,Yaoundé,Yaoundé V,Mvog-Atangana,3.870865,11.422096,+237 696 385 938,mbassimvog-ata@yahoo.fr,,,,,,,,,Sam–Dim 08h00 — 20h00,Pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Weekend,Non,Oui,Non,,,,,,,,,,,,,,,,Officine Mbassi de Mvog-Atangana Mvog-Atangana
